AccountNumber,IsShared,cluster,Holder
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban707,0,,a1355
iban708,1,1,a1356
iban708,1,2,a1357
iban708,1,2,a1357
iban709,0,,a1358
iban709,0,,a1358
iban709,0,,a1358
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban710,0,,a1359
iban711,0,,a1360
iban711,0,,a1360
iban711,0,,a1360
iban711,0,,a1360
iban712,0,,a1361
iban712,0,,a1361
iban713,0,,a1362
iban713,0,,a1362
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban714,0,,a1363
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban715,0,,a1364
iban716,0,,a1365
iban716,0,,a1365
iban717,0,,a1366
iban717,0,,a1366
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban718,0,,a1367
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban719,0,,a1368
iban720,0,,a1369
iban720,0,,a1369
iban720,0,,a1369
iban721,0,,a1370
iban721,0,,a1370
iban721,0,,a1370
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban722,0,,a1371
iban723,1,1,a1372
iban723,1,2,a1372
iban723,1,3,a1372
iban724,0,,a1373
iban724,0,,a1373
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban726,0,,a1374
iban727,1,1,a1375
iban727,1,2,a1376
iban727,1,2,a1376
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban728,0,,a1377
iban729,0,,a1378
iban729,0,,a1378
iban730,0,,a1379
iban730,0,,a1379
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban731,0,,a1380
iban732,0,,a1381
iban732,0,,a1381
iban733,0,,a1382
iban733,0,,a1382
iban734,0,,a1383
iban734,0,,a1383
iban734,0,,a1383
iban735,0,,a1384
iban735,0,,a1384
iban736,0,,a1385
iban736,0,,a1385
iban737,0,,a1386
iban737,0,,a1386
iban737,0,,a1386
iban737,0,,a1386
iban739,0,,a1387
iban739,0,,a1387
iban739,0,,a1387
iban739,0,,a1387
iban740,0,,a1388
iban740,0,,a1388
iban742,0,,a1389
iban742,0,,a1389
iban743,0,,a1390
iban743,0,,a1390
iban743,0,,a1390
iban743,0,,a1390
iban744,0,,a1391
iban744,0,,a1391
iban745,0,,a1392
iban745,0,,a1392
iban746,0,,a1393
iban746,0,,a1393
iban747,0,,a1394
iban747,0,,a1394
iban747,0,,a1394
iban747,0,,a1394
iban749,0,,a1395
iban749,0,,a1395
iban750,1,1,a1396
iban750,1,2,a1397
iban751,0,,a1398
iban751,0,,a1398
iban751,0,,a1398
iban752,0,,a1399
iban752,0,,a1399
iban753,1,1,a1400
iban753,1,2,a1401
iban753,1,1,a1400
iban753,1,2,a1401
iban754,0,,a1402
iban754,0,,a1402
iban754,0,,a1402
iban754,0,,a1402
iban755,0,,a1403
iban755,0,,a1403
iban755,0,,a1403
iban756,0,,a1404
iban756,0,,a1404
iban757,0,,a1405
iban757,0,,a1405
iban758,0,,a1406
iban758,0,,a1406
iban759,0,,a1407
iban759,0,,a1407
iban760,0,,a1408
iban760,0,,a1408
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,2,a1410
iban761,1,2,a1410
iban761,1,1,a1409
iban761,1,1,a1409
iban761,1,1,a1409
iban762,0,,a1411
iban762,0,,a1411
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban763,0,,a1412
iban765,1,1,a1413
iban765,1,2,a1414
iban765,1,2,a1414
iban766,0,,a1415
iban766,0,,a1415
iban766,0,,a1415
iban767,0,,a1416
iban767,0,,a1416
iban768,0,,a1417
iban768,0,,a1417
iban769,0,,a1418
iban769,0,,a1418
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban771,0,,a1419
iban772,0,,a1420
iban772,0,,a1420
iban772,0,,a1420
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban773,0,,a1421
iban774,0,,a1422
iban774,0,,a1422
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban775,0,,a1423
iban776,1,1,a1424
iban776,1,1,a1424
iban776,1,2,a1425
iban776,1,2,a1425
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban778,0,,a1426
iban780,0,,a1427
iban780,0,,a1427
iban782,0,,a1428
iban782,0,,a1428
iban782,0,,a1428
iban783,0,,a1429
iban783,0,,a1429
iban783,0,,a1429
iban783,0,,a1429
iban784,0,,a1430
iban784,0,,a1430
iban784,0,,a1430
iban785,0,,a1431
iban785,0,,a1431
iban786,0,,a1432
iban786,0,,a1432
iban787,0,,a1433
iban787,0,,a1433
iban788,0,,a1434
iban788,0,,a1434
iban788,0,,a1434
iban788,0,,a1434
iban788,0,,a1434
iban789,0,,a1435
iban789,0,,a1435
iban790,0,,a1436
iban790,0,,a1436
iban791,0,,a1437
iban791,0,,a1437
iban792,0,,a1438
iban792,0,,a1438
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban793,0,,a1439
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban795,0,,a1440
iban797,0,,a1441
iban797,0,,a1441
iban798,0,,a1442
iban798,0,,a1442
iban799,0,,a1443
iban799,0,,a1443
iban800,0,,a1444
iban800,0,,a1444
iban801,0,,a1445
iban801,0,,a1445
iban802,0,,a1446
iban802,0,,a1446
iban803,0,,a1447
iban803,0,,a1447
iban804,0,,a1448
iban804,0,,a1448
iban804,0,,a1448
iban805,0,,a1449
iban805,0,,a1449
iban807,0,,a1450
iban807,0,,a1450
iban807,0,,a1450
iban807,0,,a1450
iban807,0,,a1450
iban807,0,,a1450
iban807,0,,a1450
iban808,0,,a1451
iban808,0,,a1451
iban808,0,,a1451
iban809,0,,a1452
iban809,0,,a1452
iban810,0,,a1453
iban810,0,,a1453
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban811,0,,a1454
iban813,0,,a1455
iban813,0,,a1455
iban813,0,,a1455
iban814,0,,a1456
iban814,0,,a1456
iban815,0,,a1457
iban815,0,,a1457
iban815,0,,a1457
iban816,0,,a1458
iban816,0,,a1458
iban817,0,,a1459
iban817,0,,a1459
iban818,0,,a1460
iban818,0,,a1460
iban819,0,,a1461
iban819,0,,a1461
iban820,0,,a1462
iban820,0,,a1462
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban821,0,,a1463
iban822,0,,a1464
iban822,0,,a1464
iban823,0,,a1465
iban823,0,,a1465
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,2,a1467
iban824,1,3,a1468
iban824,1,1,a1466
iban824,1,1,a1466
iban824,,4,a1469
iban824,1,5,a1470
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,6,a1471
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban824,1,1,a1466
iban825,0,,a1472
iban825,0,,a1472
iban826,0,,a1473
iban826,0,,a1473
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban827,0,,a1474
iban828,0,,a1475
iban828,0,,a1475
iban829,0,,a1476
iban829,0,,a1476
iban830,1,1,a1477
iban830,1,2,a1478
iban831,0,,a1479
iban831,0,,a1479
iban832,0,,a1480
iban832,0,,a1480
iban834,0,,a1481
iban834,0,,a1481
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban835,0,,a1482
iban836,0,,a1483
iban836,0,,a1483
iban837,0,,a1484
iban837,0,,a1484
iban837,0,,a1484
iban838,0,,a1485
iban838,0,,a1485
iban838,0,,a1485
iban838,0,,a1485
iban839,0,,a1486
iban839,0,,a1486
iban840,0,,a1487
iban840,0,,a1487
iban840,0,,a1487
iban841,0,,a1488
iban841,0,,a1488
iban841,0,,a1488
iban843,0,,a1489
iban843,0,,a1489
iban843,0,,a1489
iban843,0,,a1489
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban844,0,,a1490
iban845,1,1,a1491
iban845,1,2,a1492
iban846,0,,a1493
iban846,0,,a1493
iban846,0,,a1493
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,2,a1495
iban847,1,2,a1495
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,3,a1496
iban847,1,3,a1496
iban847,1,1,a1494
iban847,1,4,a1497
iban847,1,5,a1498
iban847,1,6,a1499
iban847,1,7,a1500
iban847,1,8,a1501
iban847,1,9,a1502
iban847,1,10,a1503
iban847,1,11,a1504
iban847,1,12,a1505
iban847,1,13,a1506
iban847,1,13,a1506
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,14,a1507
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban847,1,1,a1494
iban848,0,,a1508
iban848,0,,a1508
iban849,1,1,a1509
iban849,1,2,a1510
iban849,1,1,a1509
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban850,0,,a1511
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban851,0,,a1512
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban852,0,,a1513
iban853,0,,a1514
iban853,0,,a1514
iban853,0,,a1514
iban854,1,1,a1515
iban854,1,1,a1515
iban854,1,2,a1516
iban854,1,1,a1515
iban855,0,,a1517
iban855,0,,a1517
iban856,0,,a1518
iban856,0,,a1518
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
iban857,0,,a1519
